"Company","Role","Location","Application/Link","Date Posted"
"↳","NVIDIA Summer 2024 Internships: Hardware Engineering Intern","Remote in USA</br>Santa Clara, CA","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Hardware-Engineering-Intern_JR1978471-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/e4799349-2be3-4d1f-a76f-4be6f245c528?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 17"
"↳","NVIDIA Summer 2024 Internships: Computer Architecture Intern","Remote in USA</br>Santa Clara, CA","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Computer-Architecture-Intern_JR1978478-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/47c1e071-4d16-49b3-8565-8ac6bda76145?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 17"
"**[GRAIL](https://simplify.jobs/c/GRAIL)**","Factory and Automation Software Intern","Menlo Park, CA","<a href="https://jobs.lever.co/grailbio/feef86e7-7363-4b01-8055-378d47ec1e7a/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/2ee447d4-20bf-49ca-a630-a8615231107a?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 17"
"**[Astranis](https://simplify.jobs/c/Astranis)**","Technical Program Manager Intern - Software - Summer 2024","SF","<a href="https://boards.greenhouse.io/astranis/jobs/4323489006?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5353c0cf-9507-4ebc-a449-f11f4ab452ad?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 17"
"**[Voya Financial](https://simplify.jobs/c/VoyaFinancial)**","Summer 2024 Data Science Intern - Remote","Remote in USA","<a href="https://godirect.wd5.myworkdayjobs.com/voya_jobs/job/United-States-Remote/Summer-2024-Data-Science-Intern---Remote_JR0028724?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/971cbae5-59d5-4c1d-a78f-3c5c8d506518?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","Summer 2024 Software Developer Intern","Remote in USA","<a href="https://godirect.wd5.myworkdayjobs.com/voya_jobs/job/United-States-Remote/Summer-2024-Software-Developer-Intern_JR0028718?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/fd1dd266-8f3d-49e1-a0b3-8648b70c9257?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"**[Samsara](https://simplify.jobs/c/Samsara)**","Data Engineering Intern","San Francisco, CA","<a href="https://app.ripplematch.com/v2/public/job/d394c822/details?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 16"
"**[NVIDIA](https://simplify.jobs/c/NVIDIA)**","NVIDIA Summer 2024 Internships: System Software Intern","Remote in USA</br>Santa Clara, CA","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--System-Software-Intern_JR1978483?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/15164c21-c847-47c4-bcec-c8267f10526f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","NVIDIA Summer 2024 Internships: Artificial Intelligence Intern","Remote in USA</br>Santa Clara, CA","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Artificial-Intelligence-Intern_JR1978482?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/e05d11cc-852e-41c1-8686-547c01960a92?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"**[MyFitnessPal](https://simplify.jobs/c/MyFitnessPal)**","Business Intelligence Analyst Intern - Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/myfitnesspal/jobs/5613767?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/4335be94-e8e0-40f3-92b5-bc4dea3b94f0?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","Software Engineer Intern - IOS-Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/myfitnesspal/jobs/5602062?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/289b2515-b9a6-407a-a62c-8d27fadac128?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","Software Engineer Intern - Android-Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/myfitnesspal/jobs/5606624?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/e1b00474-cb4a-4004-aaea-7ea9422de9d2?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","Machine Learning – Intern - Computer Vision - Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/myfitnesspal/jobs/5616597?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/3a54ea10-f9e8-4fdd-9af7-53b1f162faeb?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"**[Guidewire](https://simplify.jobs/c/Guidewire)**","Cloud Platform Support Intern Summer 2024 - Toronto","Mississauga, ON, Canada","<a href="https://jobs.lever.co/guidewire/a8c33fc1-4414-4260-a47f-8f47ad0ebaf5/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0d7c5663-6cb9-479c-9a53-f948fbd2964a?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"**[GRAIL](https://simplify.jobs/c/GRAIL)**","Software Engineering Intern - Data Platform","Menlo Park, CA","<a href="https://jobs.lever.co/grailbio/1d4ed43e-0944-450f-8765-fb818980e2ab/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6c13bd20-843d-47d1-ac9f-0aba1e7d0982?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"↳","Software Engineering Intern - Commercial Platform","Menlo Park, CA","<a href="https://jobs.lever.co/grailbio/1b88edc8-01d5-4fa9-a77d-73ae4e364447/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f89c6707-194b-4989-b9a0-c8678e691b99?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 16"
"Appian","Web Development Engineering Intern","McLean, VA","<a href="https://app.ripplematch.com/v2/public/job/a869a045/details?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 16"
"Confluent","Software Engineering Intern (Frontend) - 2024","Atlanta, GA</br>Québec, Canada","<a href="https://app.ripplematch.com/v2/public/job/96587920/details?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 15"
"**[Cohere](https://simplify.jobs/c/Cohere)**","Software Engineer Intern/Co-op - Summer 2024","Toronto, ON, Canada","<a href="https://jobs.lever.co/cohere/f307e2bb-38cc-46fd-8bc2-91a49f10ab3e/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/69ea3092-0887-44cf-bdd4-c1ed17fbc9dc?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 15"
"↳","Machine Learning Intern/Co-op - Summer 2024","Toronto, ON, Canada","<a href="https://jobs.lever.co/cohere/9ee0ada0-7738-461c-bc46-253ed8ebb0af/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/3056d336-dc63-4eea-a8af-87df3cfcf2f9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 15"
"**[Chamberlain Group](https://simplify.jobs/c/Chamberlain-Group)**","Intern – BI Developer for Myq Devops - Summer 2024","Western Springs, IL","<a href="https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Oak-Brook-IL/Intern--BI-Developer-for-myQ-DevOps--Summer-2024-_JR26754?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6afc0d0f-d935-4705-b93b-dcdb2ee77a09?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 15"
"**[Cadence Design Systems](https://simplify.jobs/c/Cadence-Design-Systems)**","Software Engineering Intern","Essex, UK","<a href="https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/CHELMSFORD/Software-Engineering-Intern_R45263-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/d74a366f-5fc1-4e2c-9606-df75c9ce1a00?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 15"
"↳","Software Engineering Intern - Summer 2024","Essex, UK","<a href="https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/CHELMSFORD/Software-Engineering-Intern--Summer-2024-_R45210-2?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6fe486dc-3987-454c-9c8d-337a2c3a7795?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 15"
"**[Skyways](https://simplify.jobs/c/Skyways)**","Software Engineer / Robotics internship","Austin, TX","<a href="https://jobs.lever.co/skyways/0b9d280a-9c1a-4bf7-a9be-194286822a25/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/41b27fe8-79f6-4000-b5e4-fc47a5bf43cf?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 14"
"**[Guidewire](https://simplify.jobs/c/Guidewire)**","Summer 2024 – Consultant Developer Intern - Toronto - On","Toronto, ON, Canada","<a href="https://jobs.lever.co/guidewire/61b6b936-44ca-416e-a2c4-2b0d9715117c/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/29c99e82-f152-443f-8bb4-c79b2c920f2c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 13"
"**[Guidewire](https://simplify.jobs/c/Guidewire)**","Summer 2024 Software Engineer Toronto Co-Op","Toronto, ON, Canada","<a href="https://jobs.lever.co/guidewire/69fc0fac-817c-49e5-82cd-578b3fdeeb95/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/63132079-5d51-4db0-ac5d-04dbe5552501?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 12"
"↳","Full-stack Co-op - Summer 2024 Toronto","Mississauga, ON, Canada","<a href="https://jobs.lever.co/guidewire/9f36d9a2-d98f-4362-b80e-4488de355c05/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/9dcd800d-fbc7-4d44-b16a-1e19af0d9d61?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 12"
"**[AbelsonTaylor](https://simplify.jobs/c/AbelsonTaylor)**","Data Science Intern","Chicago, IL","<a href="https://boards.greenhouse.io/abelsontaylor/jobs/4322044006?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f86cdf5b-ee2a-4948-ab09-7832fdd4c841?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 12"
"**[Xylem](https://simplify.jobs/c/Xylem)**","Intern – Cyber Security Operations - Summer 2024","Boise, ID</br>United States","<a href="https://jobs.jobvite.com/xylem/job/oufnqfwg?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/283843f7-937a-43c2-a039-6d97e4092b09?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 11"
"**[Hewlett Packard (HP)](https://simplify.jobs/c/Hewlett-Packard)**","Security / App Dev Intern","Spring, TX","<a href="https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Spring-Texas-United-States-of-America/Security---App-Dev-Intern_3125034?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/80a6d00e-002e-4e81-bd10-def924f52a47?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 11"
"↳","Data Engineering Intern","Vancouver, WA","<a href="https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Vancouver-Washington-United-States-of-America/Data-Engineering-Intern_3128687-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ea3d39f1-0c50-4d5b-8949-d52f7c6c4870?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 11"
"GPTZero","Machine Learning Engineering Intern 🛂","NYC, NY</br>Toronto, CA","<a href="https://jobs.ashbyhq.com/GPTZero/d7e6f3ee-8446-4ac4-b1f8-e79c9876c31a?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 11"
"**[Rockwell Automation](https://simplify.jobs/c/Rockwell-Automation)**","Co-op – Software Engineering","Milwaukee, WI","<a href="https://rockwellautomation.wd1.myworkdayjobs.com/en-US/External_Rockwell_Automation/job/United-States-of-America-Milwaukee-South-2nd-Street/Co-op--Software-Engineering_R23-12737-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/8b65cdf6-e4f7-4c79-ab87-3e70ec07bd24?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 10"
"**[Perchwell](https://simplify.jobs/c/Perchwell)**","Perchwell 2024 Software Engineer Internship","NYC","<a href="https://jobs.ashbyhq.com/Perchwell/6aa0778e-8d3e-457d-8ee3-3b931f8c57be/application?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/56a79de0-b2df-4374-97f1-e377c8bcfa85?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 10"
"GPTZero","Software Engineering Intern 🛂","NYC, NY</br>Toronto, CA","<a href="https://jobs.ashbyhq.com/GPTZero/e1f12af2-d017-4fca-a9af-99431d989d53?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 10"
"Bloom Energy","Software Engineering Intern","Newark, DE","<a href="https://app.ripplematch.com/v2/public/job/10c94624/details?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 10"
"**[NVIDIA](https://simplify.jobs/c/NVIDIA)**","Solutions Architect Intern - AI - Summer 2024","Remote","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/Canada-Remote/Solutions-Architect-Intern--AI---Summer-2024_JR1974863?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f0825d41-bbda-4396-8cd2-59d1f1a18b7e?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 09"
"**[Intel](https://simplify.jobs/c/Intel)**","Undergraduate Internship - Data Science - Bachelors","<details><summary>**7 locations**</summary>Austin, TX</br>Albuquerque, NM</br>Santa Clara, CA</br>Hillsboro, OR</br>Folsom, CA</br>Phoenix, AZ</br>Atlanta, GA</details>","<a href="https://intel.wd1.myworkdayjobs.com/en-us/external/job/US-Arizona-Phoenix/Undergraduate-Internship---Data-Science---Bachelors-_JR0255511?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ae09b49c-97cd-4b8a-b61e-182c309d6682?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 09"
"**[Exiger](https://simplify.jobs/c/Exiger)**","Data Analyst Internship","Richmond, VA","<a href="https://www.exiger.com/careers/5044845004?gh_jid=5044845004&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/729744bc-845d-4f16-a5e8-3dc95f14950b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 09"
"**[Rockwell Automation](https://simplify.jobs/c/Rockwell-Automation)**","Intern – Cyber Security","Milwaukee, WI</br>Lowell, MA","<a href="https://rockwellautomation.wd1.myworkdayjobs.com/en-US/External_Rockwell_Automation/job/Milwaukee-Wisconsin-United-States/Intern--Cyber-Security_R23-13792-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/a39af650-60ba-4b1c-ba1a-454829b0644c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 08"
"**[Fastly](https://simplify.jobs/c/Fastly)**","Software Engineer – Summer Undergraduate Intern","SF","<a href="https://www.fastly.com/about/jobs/apply/?gh_jid=5605990&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5f9f08fe-fc68-4bb6-9dde-0a2a3f75c0cf?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 08"
"**[Marco Technologies](https://simplify.jobs/c/Marco-Technologies)**","Data Analyst Intern","St Cloud, MN","<a href="https://jobs.lever.co/marco/4487535c-6480-4ad4-afd2-b837fe953130/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/bb842d18-b3b2-4530-9f37-4505db8d6b5b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 05"
"**[Applied Materials](https://simplify.jobs/c/AMAT)**","2024 Summer Embedded Firmware Co-Op - Rochester - NY","Rochester, NY","<a href="https://amat.wd1.myworkdayjobs.com/External/job/RochesterNY/XMLNAME-2024-Summer-Embedded-Firmware-Co-Op--Rochester--NY-_R2318249-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/c8cfebf9-15ab-48aa-a724-95ae82e46b68?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 05"
"**[The Boring Company](https://simplify.jobs/c/The-Boring-Company)**","Software Engineering Intern - Summer 2024","Bastrop, TX","<a href="https://jobs.lever.co/boringcompany/8a8147f3-855d-4bd6-8221-a65a4291fea3/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/bac46378-921d-431e-a43a-5ad195a874a0?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 04"
"MIT Lincoln Laboratory","Summer Intern (Artificial Intelligence Technology)","Lexington, MA","<a href="https://careers.ll.mit.edu/job/Lexington-Group-01-Summer-Research-Program-Intern-%28Artificial-Intelligence-Technology%29-MA-02420/1109281200/?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 04"
"**[Formlabs](https://simplify.jobs/c/Formlabs)**","Algorithms Software Intern - Summer 2024","Cambridge, MA","<a href="https://careers.formlabs.com/job/5494878/apply/?gh_jid=5494878&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/e1e7839b-cf45-4b81-8088-7b5c3a4f0fd4?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 04"
"**[ShyftLabs](https://simplify.jobs/c/ShyftLabs)**","Software Developer – Internship","Toronto, ON, Canada","<a href="https://jobs.lever.co/shyftlabs/b39a054c-e4d2-405e-bf47-a25f80b294eb/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/39257161-0502-44b3-acdd-d6dc7aede54c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 03"
"**[Raptor Maps](https://simplify.jobs/c/RaptorMaps)**","Summer 2024 Software Engineering Internship - Remote","Remote","<a href="https://jobs.lever.co/RaptorMaps/015d4188-4a39-4e8e-ac5d-6e8b69a8efef/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/cb21a33f-c79a-4c93-bac0-5767b6f8aeb2?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 03"
"**[Anduril](https://simplify.jobs/c/Anduril)**","Robotics Software Engineering Intern","Newport Beach, CA","<a href="https://boards.greenhouse.io/andurilindustries/jobs/4159377007?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/dfdc1d7e-67ff-4681-8e4b-47e75ff75de5?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 03"
"Amazon","Jr. Software Development Engineer Intern","New York, NY","<a href="https://www.amazon.jobs/en/jobs/2495700/jr-software-development-engineer?cmpid=JB_INOP301245B?mode=job&iis=Job+Posting&iisn=Indeed+(Free+Posting)&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Jan 03"
"**[Matroid](https://simplify.jobs/c/Matroid)**","Software Engineer Intern - Infrastructure - Summer 2024","Palo Alto, CA","<a href="https://matroid.breezy.hr/p/bf4668116295/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5487aba8-cea7-4bff-b9c7-99b90501a85a?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 02"
"**[Global Atlantic Financial Group](https://simplify.jobs/c/GlobalAtlantic)**","2025 Quantitative Investments Intern","NYC","<a href="https://boards.greenhouse.io/gainternships/jobs/5593433?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5e6146fa-4f30-490c-b7ca-f4db67803137?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 02"
"**[DRW](https://simplify.jobs/c/DRW)**","Software Developer Intern","Montreal, QC, Canada","<a href="https://boards.greenhouse.io/drweng/jobs/5580297?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/21f151dd-e1ae-4cb2-ae12-a5c0c8877a9d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 02"
"**[Bose](https://simplify.jobs/c/bose)**","Cloud Software Engineer Intern","Framingham, MA","<a href="https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Cloud-Software-Engineer-Intern_R25860?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/65190a0d-1fe9-4aca-abc6-489c7f9dbcf3?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 01"
